"","int.time1","int.time2","int.time3","int.time4","int.time5","int.time6","age100.C","BMI_obese.C1","ht_sample.C1","ht_sample.C2","breast_sample.C1","breast_sample.C2","breast_sample.C3","age100.I","BMI_obese.I1","ht_sample.I1","ht_sample.I2","breast_sample.I1","breast_sample.I2","breast_sample.I3","g1[1]","g1[2]","g1[3]","g1[4]","g1[5]","g1[6]","g1[7]","g1[8]","g1[9]","g1[10]","g2[1]","g2[2]","g2[3]","g2[4]","g2[5]","g2[6]","g2[7]","g2[8]","g2[9]","g2[10]","g3[1]","g3[2]","g3[3]","g3[4]","g3[5]","g3[6]","g3[7]","g3[8]","g3[9]","g3[10]","g4[1]","g4[2]","g4[3]","g4[4]","g4[5]","g4[6]","g4[7]","g4[8]","g4[9]","g4[10]","scale","sigma_u1","sigma_u2","sigma_u3","sigma_u4"
"51551",1.66384703425923,1.57294458216401,1.44581014980021,-0.206151924576832,-0.183572336778819,-0.488209769618102,-2.65243553240617,-0.631174504352465,0.296391764407629,0.404100526015832,0.371092540759719,0.356098192877823,0.199046597959612,0.169274666387195,-0.0160612963054135,0.537731293579878,0.20660677418336,-0.168743754813303,-0.281978250816682,-0.329262017623356,0.180497661099201,0.180869341868567,0.107936838972019,0.119142698366657,-0.0713135748412771,0.00889574795124235,0.0708715457919787,0.0283604485349178,0.62470027490622,0.0493478245844416,-0.738053285771247,-0.343838551657015,-0.301309108496103,-0.264498244917903,0.25681277361494,-0.133117054819116,-0.187091477442738,-0.141828378460893,-1.93031885070035,-0.0300218373488228,-0.0329707838628039,0.408838563894795,-0.181281774918306,0.0472127886640504,-0.170344605712202,0.138874050283193,-0.034747839355878,0.0797197321798197,1.10408360924266,-0.505992888039308,0.0553344894725617,0.410179281756795,-0.105984927331917,0.151474155145742,-0.105912499106744,0.111217464692579,-0.138728745726816,0.0972665216083825,1.1593449468611,0.27761628842493,0.103372063785186,0.22099410175225,0.261373951064904,0.0880643456124671,0.191357979098775
"51601",1.40524401574736,1.72114204475419,1.55491285950076,-0.442092296203444,-0.133391408883212,-0.367562685600061,-2.2985838580835,-0.50420848107524,-0.103798501647293,0.446679847757396,0.054907608096726,0.185969794260918,0.568210122190594,-0.0224376564292789,0.248068297354853,0.30297647573782,-0.509289604332226,0.109451050767167,-0.175209457368704,0.3018072166897,0.015025491736558,-0.0198844024549729,0.0826991219460308,-0.0282714503178058,-0.0549936195551932,0.169910613332252,0.130120147192509,0.0931399263088786,0.596941452310994,-0.101627625874241,-0.516837506489145,-0.0439561915541127,-0.084748343464478,-0.171436073352048,0.196890028884109,-0.105069645669656,-0.136137777167528,-0.140439139712762,-1.72594611284665,-0.434995462750372,-0.389530332550719,0.388703498311469,-0.135320526970002,0.130032032668529,-0.149115655843563,0.195856068902622,-0.290413835965956,0.141224609096281,1.68638286520895,-0.00930864215296232,-0.43596705984568,0.723773847197227,-0.0922868612006726,0.121478263623008,-0.161240189559826,0.180305348643865,-0.167680575341924,0.0740466966196056,0.974633085272252,0.542389202585281,0.0192344911258566,0.236906660465119,0.225661580348716,0.0766846461162802,0.238041833406229
"51651",1.36366273554326,1.47122705766507,1.57608611010524,-0.763955934591532,-0.55221615926978,-0.987093079200968,-2.26660696915737,-0.561478248723575,0.0862219887747301,0.199424475952165,0.225888792023178,0.118667886144972,0.740603600096894,0.436944170686667,0.191403879769057,0.195636025071631,-0.317689105278017,0.0662376049564286,-0.154928154009433,0.0534643800790307,0.266061376296243,-0.138185188822808,0.105267342680788,0.0608939470553025,-0.0954457271079079,0.0265363083183174,0.0575403781620381,0.019685828010264,0.257976049536367,-0.582939467278423,-0.57331235049867,-0.235495058075765,-0.129507385936493,-0.197501657143316,0.127862666084816,-0.224579453982584,-0.240749244958636,-0.161826465518155,-2.02392934478882,-0.244194246171299,-0.178188452654034,0.514988427803845,-0.37669038568758,0.211624568152871,-0.25239111259814,0.213338331476278,-0.182262023162755,0.19315551113135,1.87565218414784,-0.24258442750133,-0.462667065911502,0.588030290610028,-0.166041655250231,0.225305202632021,-0.0783680912733889,0.179648819049552,-0.201587471381491,0.120391463665507,1.15822483744453,0.884020622878067,0.0430425083750759,0.264999104509006,0.239075919654147,0.0925168240641308,0.282921851336789
"51701",1.45545539072092,1.34536212663003,1.18543276881344,-1.076638972038,-0.826470068186062,-0.740005795200444,-2.21273744079565,-0.547736527120582,0.237308165857806,0.323086931263349,0.280161526843293,0.371418800257241,1.86614218776828,0.50938082521815,0.163733478998058,0.0311092431855302,-0.332748897391472,0.51862727388735,0.214428887738862,0.321820986953975,0.620590689277528,0.277370894987757,-0.0107855792144899,-0.0710473768752122,0.0141602563345375,0.033203610503287,0.108172572252451,0.0185897427020182,0.219007293588835,-0.158480802198205,-0.414436019595278,-0.297788390142231,-0.0545759456373063,-0.120913229215016,0.07930880557619,-0.0810403257949052,-0.231986499007909,-0.129840876512167,-1.61651878572004,-0.119978071351616,-0.106376344802081,0.362309568089492,-0.143650803310061,0.184288831177144,-0.177303512436549,0.223021294421316,-0.274663673054611,0.169866936857429,1.57551308079945,-0.489318732704538,-0.134133428355417,0.284896197484918,-0.16068571313332,0.243215837785477,-0.231910293001982,0.265835962868315,-0.213844088567181,0.179232411607705,1.8218700063366,0.629763778497946,0.0491036297080088,0.284039337260354,0.22104553360721,0.108168870744144,0.252995698012635
"51751",0.957800240377049,1.04236956689752,0.974149870483427,-1.04559765409842,-0.795273786293648,-0.623419228346511,-1.89752259776075,-0.452580803843816,0.270033889087769,0.541370750962454,0.134493515907224,0.154493207393978,0.0985317634763247,0.379619796431585,0.231852481578161,0.575274069808051,-0.4704132713888,0.235793438787517,-0.0639450987298754,0.465149797102668,-0.108338918569859,0.251203206577674,0.0292890724260608,0.044116257161267,0.0108666072027489,-0.0191205631577682,-0.0100238348889592,0.00418438956681114,0.142999036365676,0.00828571658131028,-0.384183978504374,-0.335693999581364,-0.0777571678402775,-0.0354048283429437,0.114961514892243,-0.161603579280951,-0.119344080138905,-0.153468668596895,-1.53100402845935,-0.53338452512947,-0.30553067144856,0.554438908216086,-0.135153341210069,0.229263246255441,-0.265280522035581,0.186809587485994,-0.238637213356868,0.185603738181889,2.10827367318776,-0.522689828682315,0.00591294732810885,0.602626395223299,-0.152350859070826,0.219787347054754,-0.163494874645375,0.220656157658647,-0.182485806415701,0.135810717400526,1.57756571752663,0.288761858261427,0.0130086489758295,0.308550427982647,0.202793316556591,0.114317302132087,0.215052179251127
"51801",0.550472806963228,0.695302841622318,0.798576728559679,-1.04581653451605,-0.911335963166381,-0.744525512316253,-1.54269066995927,-0.533121587972829,0.537708617046109,0.67657778368686,0.176927132573099,0.214743823999825,0.535501944645592,0.695600689176311,0.386328391622157,-0.0146097215008626,-0.456638483914281,0.26423918065034,-0.0331041077353004,-0.199686565368441,0.0102749038603894,0.105198999087963,0.0748979149969728,0.050499316212286,0.0235294540716208,-0.0101639507599687,0.0317020166963327,0.0007617285144487,-0.050553442761193,0.0294193320681658,-0.265629809048829,-0.312896989184373,-0.0723745246606765,-0.252419561700111,0.0807492139118609,-0.189729292740623,-0.222563400456384,-0.148410892575729,-1.56141516333504,-0.585627162220176,-0.339419852325238,0.729159431086591,-0.200187183530732,0.331484039987311,-0.285210670358665,0.332672500422038,-0.332762089340837,0.190908480625052,2.14683479483073,-0.866604804708807,0.0524808406631626,0.672998501621962,-0.0838325815756027,0.140165493174384,-0.0188612163060913,0.152479274521243,-0.085076398898453,0.0811609333023862,1.1555995884269,0.0794797362941696,0.0174422824216293,0.312398092468701,0.210646580268023,0.144957151129499,0.191841314983217
"51851",0.344698440661237,0.715318673170737,0.516206236875968,-1.17187613019181,-0.552154889251159,-0.85544897112038,-1.2770707102065,-0.591757280458796,0.373484914518696,0.717040030885464,0.380645781363239,0.536298779839218,0.889351760460524,0.942501438884781,0.288079723717135,-0.27989337512166,-0.356267332137686,0.425524286677435,0.160472441237225,-0.375530782234028,-0.0207373667505809,0.234295766122889,-0.106347709694795,0.0801634549183323,-0.0431034280199497,-0.0389751060311422,-0.00295946182016548,0.000893034125639734,-0.0213999582094946,0.0463049542307296,-0.667241788970728,-0.362004822916405,0.0916745073354378,-0.253711168125157,0.0887459099353555,-0.0956967119854027,-0.0960676525209871,-0.119159507187119,-1.45917846990202,-0.576507369497981,-0.196734798463482,0.595205855823,-0.208554820516143,0.308984966139624,-0.23320729998526,0.201561328640012,-0.274347416802253,0.216006609208108,2.1247083805129,-0.774336976186059,-0.291192534587514,0.601342451668492,0.0827322921501484,0.168907349005435,-0.152769751452046,0.145380633682106,-0.237110701952852,0.128146832380276,1.14635520465045,0.230187323981709,0.0115991087973433,0.29076326756963,0.22469553350295,0.134620594115342,0.189199871998185
"51901",0.290924168916761,0.81750987246277,0.585795793641805,-1.18419318397917,-0.55114964955134,-1.02344048817843,-1.47615469751953,-0.551075640734349,0.525251322634174,0.790504570407576,0.475243563799597,0.519064379756539,1.4626828077307,0.958146563799976,0.363318907603127,-0.330626725540535,-0.683565342727115,0.5635056152449,0.236546103209946,-0.383460751955739,-0.104469931108709,0.100566548274056,-0.0821779499101734,-0.00266763198065469,-0.011315730456802,-0.0462795907313249,-0.0178546198171048,0.0227719364439279,0.0711415818600976,-0.169201675964995,-0.634400020302531,-0.0535553422927703,-0.186150891100453,-0.0372609580560834,0.184819911173549,-0.111899841528781,-0.202854969365891,-0.1395211510985,-1.62054476922033,-0.281036755418562,-0.299981502618768,0.648109487427109,-0.267307400301458,0.340650196740203,-0.317750350841005,0.302699639824491,-0.29252050263878,0.243855984841834,2.49118996329257,-0.580318351467847,-0.154207432742678,0.336930890585206,-0.0662545421268916,0.13284089340012,-0.0595850910097694,0.146267930928113,-0.161775230857203,0.131719152997668,0.988422494828595,0.307575864874643,0.00846687242114866,0.287106865977302,0.23552258195564,0.124201459785522,0.196362596886916
"51951",0.455473894199735,0.847671219283946,0.558114866252005,-1.40893930068936,-0.598111861830626,-0.918161110881084,-1.48976753335235,-0.466221138409064,0.484086589843306,1.00570179855975,0.415654289930519,0.425727856783414,1.4709516997163,1.16303423297806,0.269745571510804,-0.352360835687757,-0.695245895543911,0.42697561750155,0.120986591509162,0.288319151041398,-0.320233211650246,0.072868731635638,-0.0713445421765343,0.0384401818799339,-0.0528401131261172,0.0290974268115773,-0.0103045860465967,-0.0103663741748577,0.0112693400403029,-0.121122811182616,-0.571344137928626,-0.363249244031597,-0.321564011797766,-0.138591307622291,0.141207053606037,-0.164700621327451,-0.225267630232521,-0.18389933520614,-1.80726221940926,-0.177015271581366,-0.260781608258266,0.61639450128918,-0.0462562509956503,0.341010377819185,-0.192543196124904,0.250802018773274,-0.339415938049659,0.13934522578687,2.29985222019736,-0.707724824080285,-0.237638069390988,0.35429759517077,-0.185826061701638,0.146470744168043,-0.0719854145673277,0.0690205612059226,0.0248028238093632,0.160197041830746,0.850791177009613,0.310612395742441,0.00444780760290324,0.310858172585961,0.228211507103914,0.154409600244394,0.194074876817667
"52001",0.289736936910391,0.82816523778798,0.605710761771969,-1.31345058892914,-0.651602436837625,-0.836102013716671,-1.49600950044781,-0.392927137461638,0.30879028232026,0.928458284779317,0.368247856662523,0.459076363571451,1.09135163810345,1.40098971435968,0.18008726624168,-0.434014911313435,-0.581360281790281,0.323149078003049,0.196326750018809,0.195415177692263,-0.263593460000629,0.309748537637386,0.198202435721245,0.156963976032348,-0.0404781425080734,0.110381690054596,0.0567453120760718,-0.0117898753600646,0.422354542059632,0.00509621267357735,-0.382824554120649,-0.362271480575094,-0.303448262398616,-0.160424092355525,0.0835545546523162,-0.183056972911871,-0.29778354555116,-0.104587049798962,-1.75280288252152,-0.119917515087215,-0.377770679286255,0.624961083679641,0.0564679765148063,0.398052700630154,-0.157455277728244,0.269049050967378,-0.396873460675811,0.196293196432244,2.30292453487354,-0.553430540697647,-0.123325633538784,0.379711939393345,-0.177403924494024,0.16641397230108,-0.0681485339292557,0.0544809506461235,-0.0504028101712199,0.0496307564074491,0.799471850859839,0.227201396242987,0.00388628044417506,0.268859690279381,0.282952684800766,0.139954276379704,0.16966664266042
