"","int.time1","int.time2","int.time3","int.time4","int.time5","int.time6","age100.C","BMI_obese.C1","ht_sample.C1","ht_sample.C2","breast_sample.C1","breast_sample.C2","breast_sample.C3","age100.I","BMI_obese.I1","ht_sample.I1","ht_sample.I2","breast_sample.I1","breast_sample.I2","breast_sample.I3","MVPA_C_k_ 1","MVPA_C_k_ 2","MVPA_C_k_ 3","MVPA_C_k_ 4","MVPA_C_k_ 5","MVPA_C_k_ 6","MVPA_C_k_ 7","MVPA_C_k_ 8","MVPA_C_k_ 9","MVPA_C_k_ 10","MVPA_I_k_ 1","MVPA_I_k_ 2","MVPA_I_k_ 3","MVPA_I_k_ 4","MVPA_I_k_ 5","MVPA_I_k_ 6","MVPA_I_k_ 7","MVPA_I_k_ 8","MVPA_I_k_ 9","MVPA_I_k_ 10","ABD_C_k_ 1","ABD_C_k_ 2","ABD_C_k_ 3","ABD_C_k_ 4","ABD_C_k_ 5","ABD_C_k_ 6","ABD_C_k_ 7","ABD_C_k_ 8","ABD_C_k_ 9","ABD_C_k_ 10","ABD_I_k_ 1","ABD_I_k_ 2","ABD_I_k_ 3","ABD_I_k_ 4","ABD_I_k_ 5","ABD_I_k_ 6","ABD_I_k_ 7","ABD_I_k_ 8","ABD_I_k_ 9","ABD_I_k_ 10","sigma_u1","sigma_u2","sigma_u3","sigma_u4","sigma_y"
"1",0.0346074804111322,0.421336063219446,0.0636782307806284,-0.590498018908741,-0.433781898510541,-0.404704503506942,0.323465241729407,-0.629759389246353,0.0322679372573098,0.393531666802858,0.34979076033711,0.0500637542970245,-0.542302533030781,0.466189380443952,0.187174715119609,0.134159301297023,-0.507145365301667,0.00263770999715978,-0.275884733309198,-0.470608339486555,1.13741125061011,0.25935319625745,1.21053616243279,1.6385736717332,1.26738859421118,0.245319362893136,0.501286510534649,0.348925139910781,-0.540468931738047,0.656724159708129,8.3154215206363,1.98253183017838,-3.4301873974921,-8.67621885969142,-7.02461918593111,-4.04220078136143,-1.0759344250957,3.36564754850502,6.54092187632138,7.40211246262019,-2.36559655494623,0.439066021463956,1.52857734775336,1.91209347318099,1.08205570417949,1.22577543723735,-0.748677562408265,-1.83207707693663,-1.54499435874836,1.21324750283817,0.189257603134219,-0.507074056282036,1.02871657400545,0.3624969902147,2.20037967379081,1.4355541150342,1.30973841347068,0.290409128036235,0.145214831466955,-1.34938710972162,0.00917587624613217,0.0108791641018428,0.00660819817911162,0.00529414223107697,0.220573585281227
"2",0.287255956027165,0.247258666599022,0.0841438599184485,-0.626795476274353,-0.258040521437468,-0.4631877915977,0.0942622103999727,-0.472305862835504,0.00532909660641813,0.337500041945867,0.277111120235752,0.0360141010307791,0.101243485506585,0.602894456666719,0.16508266140474,0.16735768382983,-0.695028321424283,0.0779442698595469,-0.17497072928048,-0.210502431749206,1.43451724754346,-1.04365940807271,0.442769838578837,1.55992529314057,1.66755285350327,0.906135073864604,1.30406199085556,-0.747402853481651,0.101624997247744,0.537146473428043,7.41654978871758,2.70553557121479,-2.71196948700405,-8.8095181849227,-7.76472491407103,-5.36249213319704,-0.608323251457151,2.8392225568833,6.85787529141858,6.84322216716335,0.00135500234460197,0.0607686200774907,1.04763787676931,1.55321162370827,1.06417482200017,0.409133804753736,-1.30931514129063,-1.51033037959532,-0.31464902265183,0.98101051598215,-0.593636154150144,-0.0643591453975589,0.68875531088302,0.559154624420269,1.13756726737391,0.232916830919045,0.458980401664668,0.697199387524329,0.241490019029127,1.18798011344428,0.00972896402149275,0.0106686607308273,0.00679413537312359,0.00522325703775196,0.289960225636908
"3",0.285990830567889,0.578425939805382,0.187724732090192,-0.746031097336237,-0.587655747577139,-0.558345718777434,-0.13987424417443,-0.338382775663008,-0.100493796893747,0.48465893034003,0.279053017187675,0.0467638192082282,0.710746882797091,0.600386338880521,0.242769950281589,-0.0149726093630262,-0.772199965342893,0.156678873496151,-0.353337404677854,0.35489108247264,2.1339624878088,-0.950805477875808,-1.25145304834293,1.35911402170545,0.736929709033756,0.772866591568245,0.629323651452645,-0.688688903751348,0.279054761577183,1.24716977094395,6.42702782211681,2.85263675962391,-2.93364960073677,-9.84160306297711,-8.9771606964202,-5.37015111548587,-1.62033506726406,3.00481589595961,6.43874780733271,9.12680015296064,-0.135139520778668,0.469395316680894,2.2898560062204,1.80020118571845,3.20918951101322,1.07229328835097,-0.276223744266022,-0.568390011881061,0.930989066262588,-1.54145439159997,0.147811840825699,1.57990132083623,0.161995869575681,0.774388468828578,-0.561155490181661,1.10288694358537,0.0299633114683591,0.869328213131371,0.50873708229341,2.13721736574985,0.00878649787571667,0.0105636019976704,0.00654730681242468,0.00531140928923977,0.213093380654977
"4",0.0446539052470178,0.649720943612015,0.107733436998954,-1.06402390536839,-0.575192840107383,-0.497229067343159,-0.106754234532056,-0.326163092218027,-0.0800265443228936,0.529178462355579,0.377650934604104,-0.0222903606343809,0.591438794249911,0.806566020822739,0.246888459596836,-0.202250497248368,-0.665040077465602,0.164780804789817,-0.189344027155497,0.313442255235081,2.70046166331561,-0.194622880092624,-0.906019757567864,0.68619160608125,0.932394258703591,0.81946306634578,0.474435051598454,0.460687630247333,-0.486308216374159,1.70311004017478,6.85979057848228,2.86088633600134,-1.72406969620797,-7.78401988660325,-8.13182491458759,-6.68311835645651,-0.955877144238705,1.97132978791739,6.48043652562156,7.41522743228963,-0.370354700890761,1.24389875927211,1.66857009281531,1.87241140608137,3.09905891086869,1.31014622744379,-0.186284121430993,0.0493866423820869,1.31258809331403,-2.29897652613177,0.67296461840049,0.0138846745109321,0.664463497007526,-1.03860571674211,-1.83092041425346,-0.0441969784762677,1.1690471972063,0.310708928061188,0.686017976543699,1.88904488411911,0.00906542705268255,0.00992474712424926,0.0068403808843715,0.00501488526545794,0.203625529085527
"5",0.0471539282024584,0.456404700946246,0.0483139840773055,-1.05342189284062,-0.4796879664704,-0.581477846416912,-0.00937345486483839,-0.389011473685555,-0.0305338096963893,0.383629798610734,0.210787784620097,0.0749692168401937,0.660603823452953,0.864352324145382,0.0404809816161099,-0.131336147915546,-0.777775959317242,0.344419661269372,0.00653233201422235,0.396178398682369,1.55298062584371,0.21693523654274,-0.634424958458275,0.447890807807471,0.330600562782123,-0.125057742490558,0.280741121927844,0.811947872528308,-1.54926780174112,2.83280338707944,7.66247393402341,3.55255118091488,-2.18028772869776,-7.60034214214806,-8.95375054627473,-4.03610017276881,-1.35909081620468,3.49435406295486,5.52116540272522,7.83583086824343,-0.803130272598014,2.05995275511515,1.78090875221421,2.25647429919341,3.34554245895751,2.05098950971391,-0.28839831266115,0.130674263211486,0.157984083287853,-1.49204212931406,0.548319538066695,-0.129948352901685,0.753900350047201,-0.384275109280744,-1.57306968703607,0.156934458445992,1.21539215163282,0.380518544862021,1.16539581888683,0.694772540062877,0.00891387778385325,0.0105368666638405,0.00703736012132495,0.00512830352798767,0.209537639944118
"6",0.134771298110697,0.396823680380862,0.100714430878651,-1.26636840965163,-0.542195852905313,-0.706701694730553,0.150678706985758,-0.523481124850164,0.0860583991456665,0.478248049050374,0.100666602012319,0.0761708195337728,1.0938780798434,1.07926685204654,-0.144529161613725,-0.0181149020070189,-0.508233093480039,0.265720340494966,-0.0245784003928125,0.241791341757194,0.992301238137527,0.319983937281755,-0.476046956835983,0.728085496897317,-0.670140596425381,0.0849122072363197,1.42753275431071,1.26473931096219,-1.846612372513,2.54871138216099,6.53191856019529,2.99863128014006,-2.58780119515922,-7.64167158026786,-7.45541595324791,-3.3734651397955,-1.22824609984839,2.63593494229427,5.47508495701522,7.6618261736195,-0.61416915854004,1.32173748478048,1.34611816861239,1.5544573755348,3.55139558465722,1.38617931314204,0.114772220477148,-0.337029671851114,-0.619061445605229,-2.74739115268819,0.782477417455165,-0.150883439038647,0.852728984024382,-0.760569028581857,-2.07075852658487,-0.298943347480669,0.969028694293557,-0.261510492113687,1.24197731269933,0.0640372151737782,0.00851231633834824,0.0102645241528387,0.00678261070232334,0.00504744719698454,0.263408496438863
"7",0.302758333271053,0.246565725897221,0.250698084568727,-1.33241792607738,-0.577022171261326,-0.735533828734929,0.012208906057902,-0.521126893281822,0.246999732552853,0.293735931203219,0.109827088001058,0.0622891395566602,1.09772882619169,1.04410604497556,-0.195736403927246,-0.0206193732989337,-0.158033061426987,0.299839780519667,0.0490935732177137,0.209123727048429,0.486885025349241,0.612747789170124,0.0495280522266972,1.75312784417277,0.148753920389519,0.788050582108549,1.28227112507896,-0.466686784728649,-0.899277996316984,1.57174983780304,4.88137983613589,1.9388329751603,-3.17927909808951,-10.0296942022435,-7.7912779670882,-6.09194351547923,-0.978993669753447,2.18943800417675,5.16801900469334,7.56727790599067,-0.738931998303534,2.02764769344349,1.88332749678748,1.3788602843233,3.23678654157709,1.32380530417884,0.119409648750163,0.0508421705072433,-0.579739386015892,-4.28231671700613,1.63038684254958,0.4644678424651,0.430700418988963,-0.788885831271384,-1.25300590465747,0.0745504502447511,1.09982179887089,0.702459677185149,0.195854482855597,0.777911475011728,0.00845921188938171,0.0105663260371084,0.0066499432174438,0.00502632898727599,0.262007208156076
"8",0.210050035945437,0.37371918116481,-0.0248438648141696,-1.40748867507889,-0.586883437696238,-0.599279778567933,0.158976122268355,-0.580752166861908,0.122402888884348,0.0853160330094843,0.241459389385993,0.13171800672715,0.556440711690688,0.920985109387558,-0.124019468673219,0.109772727306674,-0.358434662209224,0.584569602430454,-0.0516934321800206,0.26819241473578,0.203515150394292,0.106694577537191,0.653002405624358,2.43037829767324,1.05331157701438,0.223894500130182,0.873943575540226,0.408399611334278,-0.643996404427659,2.25617826834149,4.82024499014157,1.08952525097639,-3.96166623786815,-8.52611706232574,-7.92154356787596,-4.77385971163515,-1.09270107261058,2.39903313570656,6.32258286695371,6.98444464306685,0.273539007230325,0.945346663335715,2.02370180821603,1.36292648349118,3.43648136469987,2.20585787826784,0.739873240646276,0.343888700022287,-1.90632350206662,-3.88745766070613,-0.235579716040984,0.0990078103043066,1.13759832837855,-0.775501675832999,-1.01062747738945,-0.895758043054979,1.05230453516462,-0.45734279641009,1.02104970266834,0.795111192951816,0.00882555549475875,0.0101955238897642,0.00657849146761403,0.00474197561308269,0.267344141140061
"9",0.329281345280847,0.334882353930896,-0.0453275288309658,-1.125522106568,-0.479759930306848,-0.82883690079413,0.0156038791656643,-0.457039319829589,-0.0554323447766735,0.369006657203217,0.0846331382558906,0.22158816391607,0.526708135351823,0.78183491341101,0.0805278620866284,0.100042504200431,-0.46664976291389,0.550374461144411,0.08646445146941,0.0326247607668766,0.362322094970508,0.788229235380383,0.294563229653563,2.1888452618884,-0.448178370020616,0.200205607605892,1.7535580999137,0.84680305401268,-0.765358448020053,0.0902591787701633,5.16861186829229,0.858834223597838,-2.37398598039363,-7.1094261361167,-5.8963909031922,-4.46668458825763,-1.25769769091653,1.71102710873329,4.64264181570408,6.58069476547446,0.000146541437448581,0.772211043745207,1.63654422184069,1.73180685282458,3.12075911822185,3.10419392736749,-0.303086039518731,-0.374051053757662,-0.576315458475526,-2.47347283972416,1.26462452479887,1.27312914971249,0.81672417902927,-0.273812451425585,0.261486588912009,-0.241622599449005,0.404947122077473,0.0642966308497139,1.29723090995775,1.08926959534774,0.00883756866215785,0.0106770125549411,0.00668930530845761,0.00520143159264344,0.352766639417341
"10",0.284551390911441,0.296957565822007,0.279252784809961,-1.15687812912606,-0.558480033360502,-0.709241584022121,-0.0371851124963094,-0.527501403633782,0.180785910392638,0.215363345919832,0.279847263428358,0.171384231435467,0.529085169285955,0.813950769439948,0.142140878624157,-0.0391191706208877,-0.513258936054072,0.385424143815921,0.0318535680048315,0.495046160804862,-0.212782195181012,1.58874139610112,0.662487796121837,0.978829772455333,0.297187290619659,-0.39752386264481,1.91240038403701,0.796530697090836,-0.127713291491066,-0.827813809204514,4.37599080093088,1.14234314000604,-3.15300272265698,-6.2006511084262,-5.85666454567166,-3.99543853575226,-1.21693822618238,2.26837257204114,3.63675691613764,6.35934257720286,-1.8180319172132,-0.0276417921165145,1.60468591577254,1.73517555451299,1.2205945258475,1.31728978198749,-0.0493618067042262,-1.15607107283036,-1.3247971222731,-0.952317490169896,0.799084831239277,0.869640674032044,-0.0464385452266775,-0.791968560825998,-1.71814042261926,-0.4401724662223,0.609959804514674,-0.174727689122332,0.172412094639808,-0.366276448079208,0.00923265805171633,0.0101718110794251,0.00683488329328869,0.00529455465921029,0.332370045800643
